"Web ID","Region","Reported Date","Reported Year","Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Cause of Death","Location Description","Information Source","Location Coordinates","Migration Route","URL","UNSD Geographical Grouping","Source Quality"
"54421","US-Mexico Border","September 18, 2020","2020","Sep","1","","1","","","","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","-113.189210000000, 32.137243000000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"54198","US-Mexico Border","September 18, 2020","2020","Sep","1","","1","","","1","","Presumed exposure","Unspecified location close to Phoenix, Arizona, USA","NSS Oaxaca","33.448377100000, -112.074037300000","","https://archive.vn/Upnp2","Northern America","1"
"54134","Middle East","September 17, 2020","2020","Sep","2","","2","","1","","1","Death during child birth","Gemici village, Uzunkopru district, Edirne, Turkey","Gendarmerie General Command Turkey via IOM Turkey","41.314080000000, 26.558250000000","","","Western Asia","5"
"54133","Mediterranean","September 17, 2020","2020","Sep","2","1","3","19","2","","1","Drowning","Close to Habibas island, Bouzedjar comune, Algeria ","Liberté Algérie","35.723781400000, -1.132303700000","Western Mediterranean","https://archive.vn/Prp9X","Uncategorized","1"
"54132","Mediterranean","September 17, 2020","2020","Sep","3","1","4","5","1","1","2","Drowning","Bodies recovered 5,5 km north of Ouled Ghalem, 90 km east of Mostaganem, Algeria","TdG, Infobae","36.836715952738, 1.653220265625","Western Mediterranean","https://archive.ph/KBefP, https://archive.vn/5LyPJ","Uncategorized","3"
"54358","Mediterranean","September 17, 2020","2020","Sep","2","1","3","19","2","1","","Presumed drowning","Boat en route to Spain capsized off the coast of Aïn Témouchent Province, Algeria","Algerian Defense via Saudi Press Agency (Gvt.)","35.366059743296, -1.288080625488","Western Mediterranean","https://archive.vn/qrJHY","Uncategorized","5"
"54649","Mediterranean","September 17, 2020","2020","Sep","","7","7","3","","","","Presumed drowning","Survivors rescued from sea 1 mile off Plage Roche Blanche, Cherchell, Algeria, rest missing. Shipwreck and departure info unknown.","Héroes del Mar, Cherchell News","36.636345408717, 2.234946611084","Western Mediterranean","https://web.archive.org/web/20200921082633/https://twitter.com/Heroesdelmar/status/1307958788977287168, https://archive.vn/Vnal3, https://archive.vn/TkGa9","Uncategorized","4"
"54135","Mediterranean","September 17, 2020","2020","Sep","","1","1","13","","1","","Presumed drowning","24 miles west of Carloforte, Sardinia, Italy","ANSA, L'Unione Sarda","39.150776501640, 8.342806239453","Central Mediterranean","https://archive.vn/cnMUr, https://archive.ph/spU3g","Uncategorized","3"
"54779","North Africa","September 16, 2020","2020","Sep","","12","12","","","12","","Presumed drowning","Left from Tarfaya, Morocco with the Canary Islands as presumed destination, disappeared without a trace","Caminando Fronteras","28.262348844246, -13.217422795312","Western Africa / Atlantic route to the Canary Islands","https://archive.ph/78B8r","Uncategorized","4"
"54420","US-Mexico Border","September 15, 2020","2020","Sep","1","","1","","","1","","","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","-111.462900000000, 31.816000000000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"54418","US-Mexico Border","September 14, 2020","2020","Sep","1","","1","","","1","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","-112.540817000000, 32.053800000000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"54161","US-Mexico Border","September 14, 2020","2020","Sep","1","","1","","","1","","Presumed drowning","El Patinadero, Nuevo Laredo, Tamaulipas, Mexico","Agencia Informativa VMC","27.479053800000, -99.481431500000","","https://archive.vn/fv9jV","Central America","1"
"54417","US-Mexico Border","September 14, 2020","2020","Sep","1","","1","","","","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","-112.471497000000, 31.926700000000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"54416","US-Mexico Border","September 14, 2020","2020","Sep","1","","1","","","1","","Unknown (mummified and skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","-111.628262000000, 31.783138400000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"54125","Mediterranean","September 14, 2020","2020","Sep","2","22","24","45","","24","","Presumed drowning","Unspecified location, north of Alzzawiya, Libya","IOM Libya","33.121076423723, 12.518816471875","Central Mediterranean","","Uncategorized","4"
"54124","Mediterranean","September 14, 2020","2020","Sep","4","","4","","2","2","2","Drowning","Aegean Sea, 12 nautical miles east of the prefecture of Crete, Greece","Hellenic Coast Guard via IOM Greece","35.091927679394, 27.445987850000","Eastern Mediterranean","https://archive.ph/iadQ4","Uncategorized","5"
"54414","US-Mexico Border","September 14, 2020","2020","Sep","1","","1","","1","","","Unknown","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","-111.819450000000, 31.806220000000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"54123","US-Mexico Border","September 14, 2020","2020","Sep","1","","1","","1","","","Presumed exposure","On a ranch located south of the Falfurrias Border Patrol Checkpoint about 80 miles from the Texas-Mexico border, Brooks County, Texas, USA","Breitbart","27.025097300000, -98.138399500000","","https://archive.vn/P1Phf","Northern America","1"
"54419","US-Mexico Border","September 14, 2020","2020","Sep","1","","1","","","","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","-112.343440000000, 32.081690000000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"54122","Middle East","September 14, 2020","2020","Sep","1","","1","","","1","","Heart attack","Evros/Meriç River, Edirne District, Turkey - He had a heart attack while attempting to cross the river, he was taken to the hospital and was pronounced dead there","Gendarmerie General Command Turkey via IOM Turkey","41.661485628906, 26.495976340820","","","Western Asia","5"
"54162","US-Mexico Border","September 14, 2020","2020","Sep","1","","1","","","1","","Presumed drowning","Río Bravo, Nuevo Laredo, Tamaulipas, Mexico","Vox Populi Noticias","27.495658521882, -99.522764212012","","https://archive.vn/BKbx5","Central America","1"
"54120","US-Mexico Border","September 13, 2020","2020","Sep","1","","1","","","1","","Accident (fell from border wall)","Otay border crossing, Tijuana, Baja California, Mexico","El Sol de Tijuana, La Jornada","32.550569800000, -116.938583300000","","https://archive.vn/dfj3V, https://archive.ph/JDFbx","Central America","3"
"54131","South America","September 13, 2020","2020","Sep","1","","1","","","1","","Unknown (decomposed remains)","""Trocha El Águila"", new Escobal and Ureña neighborhood, Pedro Maria Ureña Municipality, Venezuela","La Opinion","7.916570259111, -72.463597072949","","https://archive.ph/s1zER","South America","1"
"54163","US-Mexico Border","September 13, 2020","2020","Sep","1","","1","","","1","","Drowning","Río Bravo, at Ejido Balcones, Acuña, Coahuila, Mexico","La Rancherita","29.331602449312, -100.940089049120","","https://archive.vn/Z7LPx","Central America","1"
"54119","US-Mexico Border","September 12, 2020","2020","Sep","2","","2","","","2","","Presumed drowning","Gateway to the Americas International Bridge, Nuevo Laredo, Tamaulipas, Mexico","El Manana, Lider Web","27.499709200000, -99.507491500000","","https://archive.vn/0OGkT, https://archive.ph/UDE8a","Central America","3"
"54130","Caribbean","September 12, 2020","2020","Sep","","5","5","12","","","","Presumed drowning","Chub Cay, Berry Islands, Bahamas District, Bahamas","The Nassau Guardian","25.625004200000, -77.825220300000","","https://archive.ph/s9pQq","Uncategorized","1"
"54413","US-Mexico Border","September 12, 2020","2020","Sep","1","","1","","1","","","Unknown (mummified and skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","-111.353650000000, 32.059060000000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"54368","South America","September 11, 2020","2020","Sep","1","","1","","","1","","Drowning","Carchi-Guaitara River, 3km from Rumichaca International Bridge, Tulcan, Ecuador.","El Universo","0.814038400000, -77.664037300000","","https://archive.ph/Jg7E8","South America","1"
"54680","US-Mexico Border","September 11, 2020","2020","Sep","1","","1","","","1","","Drowning","All American Canal, near Winterhaven, Imperial County, California, USA","Imperial County Coroner's Office","32.711987500000, -114.943034600000","","","Northern America","5"
"54115","Southeast Asia","September 11, 2020","2020","Sep","1","","1","","1","","","Pneumonia","In Lhoksemawe hospital, Aceh province, Indonesia - part of the Rohingya group that arrived on September 7","EFE, UNHCR","5.181163800000, 97.141322200000","","https://archive.ph/iglFk, https://archive.ph/ZuJeV","South-eastern Asia","4"
"54604","US-Mexico Border","September 10, 2020","2020","Sep","1","","1","","","1","","Hypothermia","Barry Goldwater Range, Yuma County, Arizona, USA","Yuma County Medical Examiner","32.615292400000, -114.374135000000","","","Northern America","5"
"54114","Southeast Asia","September 10, 2020","2020","Sep","1","","1","","","1","","Pneumonia","In Lhoksemawe hospital, Aceh province, Indonesia - part of the Rohingya group that arrived on September 7","EFE, UNHCR","5.181163800000, 97.141322200000","","https://archive.ph/iglFk, https://archive.ph/ZuJeV","South-eastern Asia","4"
"54415","US-Mexico Border","September 10, 2020","2020","Sep","1","","1","","","1","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","-111.812200000000, 31.803400000000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"54753","US-Mexico Border","September 10, 2020","2020","Sep","3","","3","","","","","Unknown","El Ceibo, Tabasco, Mexico","Instituto Nacional de Migración (Grupos Beta)","17.266666900000, -91.000000100000","","","Central America","5"
"54648","Mediterranean","September 10, 2020","2020","Sep","","1","1","2","","1","","Drowning","Strait of Gibralter","Helena Maleno Garzón via Facebook","36.084395546511, -5.343285317383","Western Mediterranean","https://archive.vn/wip/kZ2gg","Uncategorized","1"
"54113","Southeast Asia","September 09, 2020","2020","Sep","1","","1","","1","","","Pneumonia","In Lhoksemawe hospital, Aceh province, Indonesia - part of the Rohingya group that arrived on September 7","EFE, UNHCR","5.181163800000, 97.141322200000","","https://archive.ph/iglFk, https://archive.ph/ZuJeV","South-eastern Asia","4"
"54188","US-Mexico Border","September 09, 2020","2020","Sep","1","","1","","","1","1","Vehicle  accident","Fort Stockton, Pecos County, Texas, USA","Diario de Morelos","30.894043100000, -102.879322200000","","https://archive.vn/FDpAb","Northern America","1"
"54118","Mediterranean","September 09, 2020","2020","Sep","1","","1","","","1","","Presumed drowning","Alboran Sea, washed ashore at Isla Isabel II, Islas Chafarinas, Spain","Sergio Rodrigo Ruiz (independent journalist)","35.181636600000, -2.430136200000","Western Mediterranean","https://archive.ph/oqywV","Uncategorized","1"
"54110","North Africa","September 08, 2020","2020","Sep","2","","2","56","","","","Unknown (presumed dehydration, hypothermia)","Rescued 5km off the coast of Las Galletas, Santa Cruz de Tenerife, Canary Islands, Spain - one person was dead on arrival and one died in La Candelaria hospital on 10 September 2020","EFE, Europa Press, Diario de Avisos","27.961148271543, -16.654661045508","Western Africa / Atlantic route to the Canary Islands","https://archive.ph/XptFi, https://archive.vn/XZakU, https://archive.ph/fdsRM, https://archive.vn/nuSth","Uncategorized","3"
"54129","Mediterranean","September 08, 2020","2020","Sep","","2","2","155","1","1","1","Presumed drowning","Aegean Sea, 70 miles off Bodrum, Turkey","Turkish Coast Guard via IOM Turkey","36.964213798634, 27.404447470703","Eastern Mediterranean","https://archive.vn/IZMvY","Uncategorized","5"
"54412","US-Mexico Border","September 08, 2020","2020","Sep","1","","1","","","1","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","-111.881234000000, 31.912021500000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"54121","Mediterranean","September 07, 2020","2020","Sep","10","2","12","37","","","2","Presumed lack of access to food and water, Presumed drowning","Unspecified location in international waters, off the coast of Lebanon; bodies recovered in four separate locations off the north and south coasts of Lebanon - On September 7, the boat had set off from Tripoli, Lebanon, heading towards Cyprus.","UNIFIL, AFP, AP","34.457244675196, 35.605450409375","Eastern Mediterranean","https://archive.ph/BTvIN, https://archive.vn/3N67A, https://archive.ph/3qZAo","Uncategorized","3"
"54212","Southeast Asia","September 07, 2020","2020","Sep","","30","30","293","2","1","1","Unknown (presumably various illnesses/","Unspecified location in the Andaman Sea - embarked on the journey in Cox’s Bazar, Bangladesh, in February.","IOM Indonesia, UNHCR","11.287888300000, 95.729982100000","","https://archive.vn/TSYUB, https://archive.ph/IeHgU, https://archive.vn/8BtPj","Uncategorized","4"
